establishment_id,establishment_number,establishment_name,duns_number,street,city,state,zip,phone,grant_date,type,dbas,district,circuit,size,latitude,longitude,county,fips_code,meat_exemption_custom_slaughter,poultry_exemption_custom_slaughter,slaughter,meat_slaughter,beef_cow_slaughter,steer_slaughter,heifer_slaughter,bull_stag_slaughter,dairy_cow_slaughter,heavy_calf_slaughter,bob_veal_slaughter,formula_fed_veal_slaughter,non_formula_fed_veal_slaughter,market_swine_slaughter,sow_slaughter,roaster_swine_slaughter,boar_stag_swine_slaughter,stag_swine_slaughter,feral_swine_slaughter,goat_slaughter,young_goat_slaughter,adult_goat_slaughter,sheep_slaughter,lamb_slaughter,deer_reindeer_slaughter,antelope_slaughter,elk_slaughter,bison_slaughter,buffalo_slaughter,water_buffalo_slaughter,cattalo_slaughter,yak_slaughter,other_voluntary_livestock_slaughter,rabbit_slaughter,poultry_slaughter,young_chicken_slaughter,light_fowl_slaughter,heavy_fowl_slaughter,capon_slaughter,young_turkey_slaughter,young_breeder_turkey_slaughter,old_breeder_turkey_slaughter,fryer_roaster_turkey_slaughter,duck_slaughter,goose_slaughter,pheasant_slaughter,quail_slaughter,guinea_slaughter,ostrich_slaughter,emu_slaughter,rhea_slaughter,squab_slaughter,other_voluntary_poultry_slaughter,slaughter_or_processing_only,slaughter_only_class,slaughter_only_species,meat_slaughter_only_species,poultry_slaughter_only_species,slaughter_volume_category,processing_volume_category,beef_processing,pork_processing,antelope_processing,bison_processing,buffalo_processing,deer_processing,elk_processing,goat_processing,other_voluntary_livestock_processing,rabbit_processing,reindeer_processing,sheep_processing,yak_processing,chicken_processing,duck_processing,goose_processing,pigeon_processing,ratite_processing,turkey_processing,exotic_poultry_processing,other_voluntary_poultry_processing
604,604,Elevage,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.6995654,3.3727535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
605,605,Philippe Aviculture,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.6936631,3.346337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
606,606,Elevage ?,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.6985363,3.3071422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
607,607,Philippe Aviculture,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.6747933,3.3389854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
608,608,La Volarie,,,,,,,2024-03-01,Animal Production,,,,Unknown,47.711332,0.4188011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
609,609,Maria Garel,,,,,,,2024-03-01,Animal Production,,,,Unknown,47.854839,-0.574394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
610,610,Poulailler des Granges,,,,,,,2024-03-01,Animal Production,,,,Unknown,45.7227917,5.5314483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
611,611,Elevage de poules pondeuses,,,,,,,2024-03-01,Animal Production,,,,Unknown,46.0819656,5.3520607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
612,612,Elevage de poules pondeuses,,,,,,,2024-03-01,Animal Production,,,,Unknown,46.0656403,5.3355572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
613,613,Elevage,,,,,,,2024-03-01,Animal Production,,,,Unknown,46.0003619,5.1649314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
614,614,Avibresse,,,,,,,2024-03-01,Animal Production,,,,Unknown,45.9991884,5.1762499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
615,615,EARL La Claie du Pin - Vente directe à la ferme,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.2537817,-0.108422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
616,616,Elevage,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.2528882,-0.100365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
617,617,Elevage,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.2511933,-0.0979816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
618,618,GAEC MILLE,,,,,,,2024-03-01,Animal Production,,,,Unknown,47.9387842,-0.108102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
619,619,Elevage,,,,,,,2024-03-01,Animal Production,,,,Unknown,47.9408415,-0.1017271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
620,620,Villeneuve et Fils,,,,,,,2024-03-01,Animal Production,,,,Unknown,43.4553612,0.5134901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
621,621,Marie Hélène Dumanet,,,,,,,2024-03-01,Animal Production,,,,Unknown,49.5188522,3.1375275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
622,622,Marie Christine Deguines,,,,,,,2024-03-01,Animal Production,,,,Unknown,50.9025264,1.8829553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
623,623,Michel Chéron,,,,,,,2024-03-01,Animal Production,,,,Unknown,47.8694966,0.6726107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
624,624,SCEA BORGOO-MARTIN,,,,,,,2024-03-01,Animal Production,,,,Unknown,49.5926037,1.8246577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
625,625,Alexandre Schier,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.4055656,6.7813707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
626,626,GAEC Mazurot,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.4682058,6.6907966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
627,627,GAEC Mazurot,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.4677114,6.6892034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
628,628,Elevage de Vaches / Taureaux,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.3524143,6.5864007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
629,629,Production Des Elevages Bourgon,,,,,,,2024-03-01,Animal Production,,,,Unknown,47.0282441,6.1239219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
630,630,Production Des Elevages Bourgon,,,,,,,2024-03-01,Animal Production,,,,Unknown,47.0311108,6.1199147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
631,631,Les Enfants de la BIO - Ferme du Manoir,,,,,,,2024-03-01,Animal Production,,,,Unknown,49.3138426,-0.8704212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
632,632,Elevage de Poules / Coqs,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.0376667,3.1988465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
633,633,Antoine Paillat,,,,,,,2024-03-01,Animal Production,,,,Unknown,46.7895574,-0.7633343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
634,634,Antoine Paillat,,,,,,,2024-03-01,Animal Production,,,,Unknown,46.7906961,-0.758483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
635,635,Gaec les Rocs,,,,,,,2024-03-01,Animal Production,,,,Unknown,46.7770117,-0.7555475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
636,636,Elevage de Poules / Coqs,,,,,,,2024-03-01,Animal Production,,,,Unknown,46.8152223,-0.720437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
637,637,GAEC LES DOUTIERES,,,,,,,2024-03-01,Animal Production,,,,Unknown,46.816568,-0.7178291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
638,638,Fleury Michon - Pôle logistique,,,,,,,2024-03-01,Animal Production,,,,Unknown,46.7516804,-0.8125136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
639,639,Elevage,,,,,,,2024-03-01,Animal Production,,,,Unknown,46.783934,-0.9431539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
640,640,Elevage,,,,,,,2024-03-01,Animal Production,,,,Unknown,46.7821532,-0.9381057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
641,641,Elevage,,,,,,,2024-03-01,Animal Production,,,,Unknown,46.7928951,-0.9688965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
642,642,Elevage,,,,,,,2024-03-01,Animal Production,,,,Unknown,46.796036,-0.965716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
643,643,Elevage de Poules / Coqs,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.5086427,3.320167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
644,644,Elevage de Moutons / Brebis,,,,,,,2024-03-01,Animal Production,,,,Unknown,49.63464,2.933854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
645,645,Elevage de Vaches / Taureaux,,,,,,,2024-03-01,Animal Production,,,,Unknown,49.6359279,2.936812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
646,646,Elevage de Vaches / Taureaux,,,,,,,2024-03-01,Animal Production,,,,Unknown,49.640822,2.937798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
647,647,Guillaume Divanach,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.148998,-4.2107168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
648,648,Elevage,,,,,,,2024-03-01,Animal Production,,,,Unknown,43.294234,0.168952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
649,649,Drôme Cailles,,,,,,,2024-03-01,Animal Production,,,,Unknown,44.7824184,4.9421102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
650,650,Elevage,,,,,,,2024-03-01,Animal Production,,,,Unknown,44.7735463,4.9397944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
651,651,La Ferme Du Villard - Chambres d'Hôtes,,,,,,,2024-03-01,Animal Production,,,,Unknown,44.5927145,5.3165221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
652,652,FAVIER NICOLAS,,,,,,,2024-03-01,Animal Production,,,,Unknown,44.767048,5.110133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
653,653,Elevage d'oiseaux / oiselles,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.3550508,1.5215413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
654,654,Eric Pineau,,,,,,,2024-03-01,Animal Production,,,,Unknown,47.1606793,-0.5484815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
655,655,Volailles d'Antan,,,,,,,2024-03-01,Animal Production,,,,Unknown,47.035067,6.077246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
656,656,La Ferme des Vallées,,,,,,,2024-03-01,Animal Production,,,,Unknown,49.0822127,2.1756218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
657,657,SARL Ferme Du Mesnil,,,,,,,2024-03-01,Animal Production; Meat Slaughter,,,,Unknown,49.2456673,-0.9033039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
658,658,QUARTIER LES FOUGES,,,,,,,2024-03-01,Animal Production,,,,Unknown,44.370887,4.802279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
659,659,EARL REGACHE,,,,,,,2024-03-01,Animal Production,,,,Unknown,45.129574,5.171715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
660,660,EARL DE LA BERGERE,,,,,,,2024-03-01,Animal Production,,,,Unknown,44.975119,5.07563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
661,661,Elevage,,,,,,,2024-03-01,Animal Production,,,,Unknown,44.9752872,5.0784034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
662,662,GAEC Vigne (Distributeur De Lait),,,,,,,2024-03-01,Animal Production,,,,Unknown,44.9351777,5.0759228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
663,663,DES GRANDS PRES,,,,,,,2024-03-01,Animal Production,,,,Unknown,44.938667,5.077244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
664,664,EARL PONS,,,,,,,2024-03-01,Animal Production,,,,Unknown,44.888753,4.901674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
665,665,Les Volailles de Mr Richard,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.3534712,2.0876936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
666,666,Elevage,,,,,,,2024-03-01,Animal Production,,,,Unknown,49.640898,2.549125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
667,667,Ferme du Mesnil,,,,,,,2024-03-01,Animal Production,,,,Unknown,49.6388888,2.5228663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
668,668,EARL DES CHARMILLES,,,,,,,2024-03-01,Animal Production,,,,Unknown,45.237576,4.935561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
669,669,SCEA Ferme du champ des grâmes,,,,,,,2024-03-01,Animal Production,,,,Unknown,45.1703084,5.0049624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
670,670,La Cottinette,,,,,,,2024-03-01,Animal Production,,,,Unknown,45.0293042,5.2431405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
671,671,"EARL MOREL N ET D - 409712411
LES REVOUX CHEZ MR DANIEL MOREL",,,,,,,2024-03-01,Animal Production,,,,Unknown,45.011764,5.44112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
672,672,SCEA Du Plein Air,,,,,,,2024-03-01,Animal Production,,,,Unknown,49.5909995,3.8839835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
673,673,LA FERME DES CAILLATS,,,,,,,2024-03-01,Animal Production,,,,Unknown,45.0284016,5.2686719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
674,674,Au Pré De Chez Vous,,,,,,,2024-03-01,Animal Production,,,,Unknown,45.2630888,5.0405931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
675,675,Gaec Reconnu Bardin,,,,,,,2024-03-01,Animal Production,,,,Unknown,49.6863777,0.5134857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
676,676,Elevage Avicole de Mayran,,,,,,,2024-03-01,Animal Production,,,,Unknown,44.3971104,2.3717031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
677,677,Station expérimentale de Mauron - Chambre d'Agriculture,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.0658756,-2.2814446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
678,678,Gaec Auguste,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.2185801,1.0951824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
679,679,GAEC Auguste,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.2184266,1.0959234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
680,680,Ferme de Beaumont,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.4188746,2.3225789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
681,681,Couvoir de la Solitude – Élevage avicole du Sundgau,,,,,,,2024-03-01,Animal Production,,,,Unknown,47.6576999,7.0491107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
682,682,Couvoir de la Solitude – Élevage avicole du Sundgau,,,,,,,2024-03-01,Animal Production,,,,Unknown,47.6580576,7.0494809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
683,683,Ferme des p'tits bergers,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.1526575,1.976167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
684,684,Ferme de Fourches,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.6241051,2.6798864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
685,685,Elevage saint cheron des champs,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.5761681,1.4472315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
686,686,Négoce Courtage Agricole SARL,,,,,,,2024-03-01,Animal Production,,,,Unknown,47.8363707,0.0449614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
687,687,Boisson Jean-Claude,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.8634453,1.579499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
688,688,GAEC des Murgers,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.879329,1.858087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
689,689,Hubert (SA) - Couvoir,,,,,,,2024-03-01,Animal Production,,,,Unknown,49.0648782,-1.0845214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
690,690,Hubert SAS - Couvoir d'embryons,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.9854548,-0.9511753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
691,691,Ovopharm (HUBERT SA),,,,,,,2024-03-01,Animal Production,,,,Unknown,49.2387324,1.1728394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
692,692,La Ferme de Dim,,,,,,,2024-03-01,Animal Production,,,,Unknown,48.8230147,1.6722846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,
