establishment_id,establishment_number,establishment_name,duns_number,street,city,state,zip,phone,grant_date,type,dbas,district,circuit,size,latitude,longitude,county,fips_code,meat_exemption_custom_slaughter,poultry_exemption_custom_slaughter,slaughter,meat_slaughter,beef_cow_slaughter,steer_slaughter,heifer_slaughter,bull_stag_slaughter,dairy_cow_slaughter,heavy_calf_slaughter,bob_veal_slaughter,formula_fed_veal_slaughter,non_formula_fed_veal_slaughter,market_swine_slaughter,sow_slaughter,roaster_swine_slaughter,boar_stag_swine_slaughter,stag_swine_slaughter,feral_swine_slaughter,goat_slaughter,young_goat_slaughter,adult_goat_slaughter,sheep_slaughter,lamb_slaughter,deer_reindeer_slaughter,antelope_slaughter,elk_slaughter,bison_slaughter,buffalo_slaughter,water_buffalo_slaughter,cattalo_slaughter,yak_slaughter,other_voluntary_livestock_slaughter,rabbit_slaughter,poultry_slaughter,young_chicken_slaughter,light_fowl_slaughter,heavy_fowl_slaughter,capon_slaughter,young_turkey_slaughter,young_breeder_turkey_slaughter,old_breeder_turkey_slaughter,fryer_roaster_turkey_slaughter,duck_slaughter,goose_slaughter,pheasant_slaughter,quail_slaughter,guinea_slaughter,ostrich_slaughter,emu_slaughter,rhea_slaughter,squab_slaughter,other_voluntary_poultry_slaughter,slaughter_or_processing_only,slaughter_only_class,slaughter_only_species,meat_slaughter_only_species,poultry_slaughter_only_species,slaughter_volume_category,processing_volume_category,beef_processing,pork_processing,antelope_processing,bison_processing,buffalo_processing,deer_processing,elk_processing,goat_processing,other_voluntary_livestock_processing,rabbit_processing,reindeer_processing,sheep_processing,yak_processing,chicken_processing,duck_processing,goose_processing,pigeon_processing,ratite_processing,turkey_processing,exotic_poultry_processing,other_voluntary_poultry_processing
366,,Al hilal slagter,,Edwin Rahrs Vej 30,Brabrand,,8220,,,Meat Processing; Meat Slaughter,,,,,56.162374,10.132848,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,mad med mere,,Vesterbrogade  7,Gilleleje,,3250,,,Meat Processing; Meat Slaughter,,,,,56.125616,12.304579,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,Føtex 1372 Slagter / Deli,,Kastanie Alle 3,Sønderborg,,6400,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,Bay's Cater Aps,,Bispensgade 96,Hjørring,,9800,,,Meat Processing; Meat Slaughter,,,,,57.448999,9.995348,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,"Faldhøje Plantage, Detail",,Skovsendevej  2,Grindsted,,7200,,,Meat Processing; Meat Slaughter,,,,,55.64295,8.852386,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,Christian Vollstedt,,Sydbanegade 15A,Kolding,,6000,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,Kølles Køkken,,Søndergade 9,Nørager,,9610,,,Meat Processing; Meat Slaughter,,,,,56.785353,9.681592,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,SuperBrugsen Slagter,,Torvegade  9-11,Ringkøbing,,6950,,,Meat Processing; Meat Slaughter,,,,,56.090607,8.241351,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,føtex 1305 Slagter/Delikatesse,,Kalvebod Brygge  59,København V,,1560,,,Meat Processing; Meat Slaughter,,,,,55.662673,12.561469,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,Ølby Halal Slagter ApS,,Ølbycenter 17,Køge,,4600,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,Slagteren Suensonsvej v/Lotte & Dorte L. Carlsen,,Suensonsvej  71  C,Frederikshavn,,9900,,,Meat Processing; Meat Slaughter,,,,,57.444925,10.509226,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,MENY Slagter,,Dæmningen 17,Herning,,7400,,,Meat Processing; Meat Slaughter,,,,,56.132627,8.960485,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,"Meny Fabrik vej, Viborg Slagter og fiskeafdeling",,Fabrikvej 2,Viborg,,8800,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,"SPAR Tommerup St., Slagter",,Tallerupvej 16,Tommerup,,5690,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,føtex food 1396 Slagter / delikatesse,,Skæring Parkvej  1,Egå,,8250,,,Meat Processing; Meat Slaughter,,,,,56.234445,10.300096,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,SuperBrugsen Slagter,,Humlebækvej  2,Fredensborg,,3480,,,Meat Processing; Meat Slaughter,,,,,55.965333,12.409465,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,Meny Harlev Slagter,,Gammel Stillingvej 431,Harlev J,,8462,,,Meat Processing; Meat Slaughter,,,,,56.144518,10.000906,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,Risskov Slagteren,,Ellebjergvej  4,Risskov,,8240,,,Meat Processing; Meat Slaughter,,,,,56.194289,10.234321,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,SUPERBRUGSEN NORDHAVNEN SLAGTER,,Havnegade 10,Nørresundby,,9400,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,SuperBrugsen Slagter,,Centervej  5,Kolding,,6000,,,Meat Processing; Meat Slaughter,,,,,55.521722,9.478921,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,SuperBrugsen Faxe Ladeplads Slagter,,Hovedgaden 24,Fakse Ladeplads,,4654,,,Meat Processing; Meat Slaughter,,,,,55.2182,12.168581,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,MENY Slagter,,Græsted Hovedgade  25,Græsted,,3230,,,Meat Processing; Meat Slaughter,,,,,56.065179,12.285548,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,"Bjerre Kød, Detail v/ Lars Kjerkegaard",,Bjerrevej  346,Hornsyld,,8783,,,Meat Processing; Meat Slaughter,,,,,55.784914,9.853397,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,Kvickly Slagter,,Dannebrogsgade  64,Aalborg,,9000,,,Meat Processing; Meat Slaughter,,,,,57.054583,9.905719,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,Bilka 1656 Slagter,,Idagårdsvej  1,Slagelse,,4200,,,Meat Processing; Meat Slaughter,,,,,55.390489,11.355214,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,SuperBrugsen Slagter/Delikatesse,,Byvej 6,Ølsted,,3310,,,Meat Processing; Meat Slaughter,,,,,55.923801,12.072411,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,SuperBrugsen Slagter,,Østergade  25,Løgumkloster,,6240,,,Meat Processing; Meat Slaughter,,,,,55.058475,8.956524,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,SuperBrugsen Slagter,,Springvandspladsen  2,Vodskov,,9310,,,Meat Processing; Meat Slaughter,,,,,57.06631,10.129783,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,SuperBrugsen Slagter,,Vandværksvej  3,Brørup,,6650,,,Meat Processing; Meat Slaughter,,,,,55.481862,9.017009,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,Knabstrup Slagterbutik,,Holbækvej  328,Mørkøv,,4440,,,Meat Processing; Meat Slaughter,,,,,55.663959,11.552833,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,Slagter bo,,Julsøvej 74,Silkeborg,,8600,,,Meat Processing; Meat Slaughter,,,,,56.13959,9.606558,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,LF Kød Aps,,Maribovej 86,Sakskøbing,,4990,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,Sydhavnsslagteren ApS,,Borgbjergsvej 23-25,København SV,,2450,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,"Slagter Lund ApS Torvehal 1, Stade G2 og H2",,Rømersgade  18,København K,,1362,,,Meat Processing; Meat Slaughter,,,,,55.683896,12.569082,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,SuperBrugsen Slagter og delikatesse,,Faaborgvej  5,Gislev,,5854,,,Meat Processing; Meat Slaughter,,,,,55.254725,10.363849,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,Mina Slagter,,Kanaltorvet 4,Albertslund,,2620,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,"Klosterhedens Vildt, detail",,Holmgaardvej  49,Bækmarksbro,,7660,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,Stoholm Slagter A/S,,Vestergade  9,Stoholm J,,7850,,,Meat Processing; Meat Slaughter,,,,,56.485573,9.149585,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,Brugsen Slagter og Delikatesse Slagter,,Brogade 23,Hals,,9370,,,Meat Processing; Meat Slaughter,,,,,57.056767,10.371078,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,føtex 1374 Slagter / delikatesse,,Dytmærsken  14,Randers,,8900,,,Meat Processing; Meat Slaughter,,,,,56.459362,10.039566,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,Bilka 1653 Slagter og Pølsemageri,,Over Bølgen  1,Greve,,2670,,,Meat Processing; Meat Slaughter,,,,,55.598621,12.325504,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,Vindværket,,Bærkær 2,Holstebro,,7500,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,SuperBrugsen Slagter,,Lindevej  24,Klemensker,,3782,,,Meat Processing; Meat Slaughter,,,,,55.171411,14.802371,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,DESI SLAGTER,,Over Bølgen 2H,Greve,,2670,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,Koksusgaard aps,,Kongshøjvej 32,Ringkøbing,,6950,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,GRÅSTEN FJERKRÆ A/S Butik,,Kværsgade 18,Gråsten,,6300,,,Meat Processing; Meat Slaughter,,,,,54.93199,9.496719,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,Bækgården Kaniner,,Englerupvej 51,Ringsted,,4100,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,Møllevangs Limousine og Kødkvæg,,Sønder Savstrupvej 10,Holstebro,,7500,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,Søgårdens røgeri,,Skovsgårdsvej  54,Hals,,9370,,,Meat Processing; Meat Slaughter,,,,,57.015813,10.328839,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,"Kibæk Slagterhus, detail",,Velhustedvej 39,Kibæk,,6933,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,Lejre Mikropølsemageri,,Rønnevej 3,Kirke Såby,,4060,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,Kvickly Slagter,,Søndergade  15,Hadsten,,8370,,,Meat Processing; Meat Slaughter,,,,,56.327091,10.044183,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,Nr. Nebel Slagterforretning,,Bredgade  42,Nørre Nebel,,6830,,,Meat Processing; Meat Slaughter,,,,,55.779061,8.29035,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,MENY Slagter og delikatesse,,Rullekrovej 4,Odense N,,5270,,,Meat Processing; Meat Slaughter,,,,,55.428009,10.373625,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,Skagen OX ApS,,Skagensvej 360,Jerup,,9981,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,Fruehøj Slagter ApS,,Grundtvigsvej  68,Herning,,7400,,,Meat Processing; Meat Slaughter,,,,,56.14145,8.960395,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,Otto-man ApS/SLAGTER Afd.,,Vejlebrovej 66A,Ishøj,,2635,,,Meat Processing; Meat Slaughter,,,,,55.612387,12.360966,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,SuperBrugsen Slagter,,Amagerbrogade 266,København S,,2300,,,Meat Processing; Meat Slaughter,,,,,55.642052,12.616037,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,føtex 1330 Slagter / delikatesse,,Vanløse Torv 1,Vanløse,,2720,,,Meat Processing; Meat Slaughter,,,,,55.687776,12.491044,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,"Slm. Per Hamkens, Detail",,Østergade  18,Rødding,,6630,,,Meat Processing; Meat Slaughter,,,,,55.367484,9.06172,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,Vedersø slagteren,,Industriarealet 14,Ulfborg,,6990,,,Meat Processing; Meat Slaughter,,,,,56.262283,8.321454,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,Slagter Carlsen APS,,Grangårdscentret 41,Støvring,,9530,,,Meat Processing; Meat Slaughter,,,,,56.888481,9.835354,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,SuperBrugsen Slagter,,Bovvej  9,Padborg,,6330,,,Meat Processing; Meat Slaughter,,,,,54.826051,9.362924,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,SuperBrugsen Slagter/delikatesse,,Søndre Ringvej  10,Assens,,5610,,,Meat Processing; Meat Slaughter,,,,,55.268201,9.891655,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,føtex 1394 Slagter / delikatesse,,Rådhus Alle  83,Frederikshavn,,9900,,,Meat Processing; Meat Slaughter,,,,,57.43904,10.531609,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,føtex 1323 Slagter,,Skelagervej  1,Århus N,,8200,,,Meat Processing; Meat Slaughter,,,,,56.193764,10.195464,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,føtex 1387 Slagter /delikatesse,,Ølbycenter  24,Køge,,4600,,,Meat Processing; Meat Slaughter,,,,,55.478752,12.174577,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,Løvbjerg Supermarked Slagter,,Rugvang  36,Odense NV,,5210,,,Meat Processing; Meat Slaughter,,,,,55.409781,10.338984,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,Stoholm Slagter A/S,,Sct. Mathias Centret  321,Viborg,,8800,,,Meat Processing; Meat Slaughter,,,,,56.448742,9.404976,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,Boeslunde Røgeri v/B. Hansen,,Korsør Landevej 515,Boeslunde,,4242,,,Meat Processing; Meat Slaughter,,,,,55.306496,11.248219,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,Herrevangsslagter,,Kappelvænget 8C,Århus V,,8210,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,mad med mere,,Damhustorvet  5-7,Rødovre,,2610,,,Meat Processing; Meat Slaughter,,,,,55.672156,12.473741,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,SuperBrugsen Slagter,,Strandby Plads  13,Esbjerg,,6700,,,Meat Processing; Meat Slaughter,,,,,55.473714,8.435315,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,Meny Slagter,,Borups Alle 130,Frederiksberg,,2000,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,SuperBrugsen Slagter,,Syrenvænget  20,Karise,,4653,,,Meat Processing; Meat Slaughter,,,,,55.303736,12.199327,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,føtex 1363 Slagter / delikatesse,,Bispetorv  40,Hjørring,,9800,,,Meat Processing; Meat Slaughter,,,,,57.455575,9.99416,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,SuperBrugsen Slagter/delikatesse,,Nymarksvej 39 A,Fredericia,,7000,,,Meat Processing; Meat Slaughter,,,,,55.575605,9.760679,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,"Tårs Slagterhus, butik",,Bredgade 61,Tårs,,9830,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,Krastrupsøgaard Gårdbutik v/ Lars Schou Andersen,,Aalborgvej  52,Skørping,,9520,,,Meat Processing; Meat Slaughter,,,,,56.862354,10.043371,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,"Højer Pølser, Butikken",,Søndergade  1,Højer,,6280,,,Meat Processing; Meat Slaughter,,,,,54.962371,8.69629,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,HN SLAGTER ApS,,Stationscentret 10,Roskilde,,4000,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,SuperBrugsen Slagter,,Centervej  13,Høng,,4270,,,Meat Processing; Meat Slaughter,,,,,55.504804,11.290455,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,Meny Maribo Slagter Afd.,,Brovejen 19,Maribo,,4930,,,Meat Processing; Meat Slaughter,,,,,54.775981,11.496206,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
